ID,City,Macro-area,Area,name,coordinates,Inhabitants,TypeOfPlace,Property,CurrentUsage,StateOfConservation
217,Sant'Arcangelo,Resto Basilicata,Val D'Agri,"Sant'Arcangelo, Auditorium San Brancato","40.256284,16.261698",6548,Institutional,Public,Being Used,Good
279,Sant'Arcangelo,Resto Basilicata,Val D'Agri,"Sant'Arcangelo, Centro Polifunzionale Pizzilli ","40.245334,16.273214",6548,Infrastructural,Public,Being Used,Good
274,Sant'Arcangelo,Resto Basilicata,Val D'Agri,"Sant'Arcangelo, Istituto Agrario, Outdoor","40.257793,16.249542",6548,Institutional,Public,Being Used,Good
273,Sant'Arcangelo,Resto Basilicata,Val D'Agri,"Sant'Arcangelo, Piazza Carlo Levi","40.257589,16.256124",6548,Institutional,Public,Being Used,Good
278,Sant'Arcangelo,Resto Basilicata,Val D'Agri,"Sant'Arcangelo, Santa Maria dell'Orsoleo, Chiostro Museo","40.239580,16.243875",6548,Religious,Private,Being Used,Minor Repairs
276,Sant'Arcangelo,Resto Basilicata,Val D'Agri,"Sant'Arcangelo, Santa Maria dell'Orsoleo, Convento, Courtyard","40.239406,16.244144",6548,Religious,Private,Being Used,Good
277,Sant'Arcangelo,Resto Basilicata,Val D'Agri,"Sant'Arcangelo, Santa Maria dell'Orsoleo, First Floor","40.239222,16.244375",6548,Infrastructural,Public,Being Underused,Good
275,Sant'Arcangelo,Resto Basilicata,Val D'Agri,"Sant'Arcangelo, Santa Maria dell'Orsoleo, Piazza Chiesa","40.239538,16.243658",6548,Infrastructural,Public,Being Underused,Minor Repairs
409,Satriano,Resto Basilicata,Marmo Platano Melandro,"Satriano, Teatro Anzani","40.545044,15.636488",2412,Cultural,Semi-Public,Being Used,Good
351,Senise,Resto Basilicata,Lagonegrese - Pollino,"Senise, Arena Sinni","40.124286,16.322916",7001,Infrastructural,Public,Being Underused,Minor Repairs
387,Teana,Resto Basilicata,Lagonegrese - Pollino,"Teana, Largo San Cristoforo","40.126940,16.155586",683,Infrastructural,Public,Being Underused,Good
386,Teana,Resto Basilicata,Lagonegrese - Pollino,"Teana, Museo Marino di Teana","40.127488,16.154657",683,Infrastructural,Unknown,Being Used,Good
388,Teana,Resto Basilicata,Lagonegrese - Pollino,"Teana, Palestra comunale","40.128878,16.157976",683,Institutional,Public,Being Underused,Minor Repairs
394,Teana,Resto Basilicata,Lagonegrese - Pollino,"Teana, Sala Multimediale Marino di Tena","40.127814,16.154611",683,Infrastructural,Semi-Public,Being Used,Good
238,Tito,Resto Basilicata,Marmo Platano Melandro,"Tito, Asd Sporting","40.593259,15.683409",7197,Religious,Private,Being Used,Good
236,Tito,Resto Basilicata,Marmo Platano Melandro,"Tito, Cecilia, Centro per la Creatività","40.593923,15.682046",7197,Infrastructural,Public,Being Used,Good
237,Tito,Resto Basilicata,Marmo Platano Melandro,"Tito, Cecilia, Centro per la Creatività, Auditorium","40.593923,15.682046",7197,Commercial/Industrial,Private,Being Used,Good
303,Trecchina,Resto Basilicata,Lagonegrese - Pollino,"Trecchina, Piazza Area Frisca","40.02173,15.77882",2369,Infrastructural,Private,Being Underused,Good
304,Trecchina,Resto Basilicata,Lagonegrese - Pollino,"Trecchina, Piazza Castello","40.02049,15.78018",2369,Landscape/Green Area,Private,Abandoned,Minor Repairs
302,Trecchina,Resto Basilicata,Lagonegrese - Pollino,"Trecchina, Piazza del Popolo","40.0257,15.7769",2369,Infrastructural,Semi-Public,Being Used,Good
431,Venosa,Resto Basilicata,Vulture - Alto Bradano,"Venosa, Castle, Conference Room","40.961168,15.818549",11905,Landscape/Green Area,Public,Being Underused,Minor Repairs
434,Venosa,Resto Basilicata,Vulture - Alto Bradano,"Venosa, Castle, Courtyard","40.961460,15.818530",11905,Cultural,Public,Being Used,Good
433,Venosa,Resto Basilicata,Vulture - Alto Bradano,"Venosa, Castle, Meeting Room","40.961276,15.818308",11905,Cultural,Public,Being Used,Good
432,Venosa,Resto Basilicata,Vulture - Alto Bradano,"Venosa, Castle, Portico","40.961195,15.818323",11905,Cultural,Public,Being Underused,Minor Repairs
435,Venosa,Resto Basilicata,Vulture - Alto Bradano,"Venosa, Cineteatro Lovaglio","40.961830,15.817106",11905,Cultural,Public,Being Used,Good
437,Venosa,Resto Basilicata,Vulture - Alto Bradano,"Venosa, Incompiuta","40.969067,15.828397",11905,Cultural,Public,Being Used,Minor Repairs
436,Venosa,Resto Basilicata,Vulture - Alto Bradano,"Venosa, Piazza Orazio","40.963064,15.820382",11905,Cultural,Public,Being Used,Good
438,Venosa,Resto Basilicata,Vulture - Alto Bradano,"Venosa, Scavi archeologici, Green Area","40.969158,15.827339",11905,Landscape/Green Area,Public,Being Underused,Minor Repairs
262,Viggianello,Resto Basilicata,Lagonegrese - Pollino,"Viggianello, Amphitheater","39.972684,16.086099",3294,Cultural,Private,Being Underused,Medium Repairs
260,Viggianello,Resto Basilicata,Lagonegrese - Pollino,"Viggianello, Castle of Principi Sanseverino","39.973778,16.086729",3294,Cultural,Private,Being Underused,Good
261,Viggianello,Resto Basilicata,Lagonegrese - Pollino,"Viggianello, Solarium, Castle of Principi Sanseverino","39.973706,16.086630",3294,Commercial/Industrial,Semi-Public,Being Used,Good
